Anon Item ID,Operation,Field,Previous value,New value,Anon Actor,Date logged,timestamp_utc,case_id,bucket,level,translated_value,sequence,activity_name
ITEM-000158,Update,statecode,0,1,ACTOR-0009,15/08/2025 14:51,2025-08-15T14:51:00Z,ITEM-000158,L1_STAGE,L1,Won,,statecode → Won
ITEM-000158,Update,actualclosedate,5/15/23 0:00,8/15/25 0:00,ACTOR-0009,15/08/2025 14:51,2025-08-15T14:51:00Z,ITEM-000158,L1_STAGE,L1,8/15/25 0:00,,actualclosedate → 8/15/25 0:00
ITEM-000159,Update,statuscode,1,3,ACTOR-0009,15/08/2025 10:51,2025-08-15T10:51:00Z,ITEM-000159,L1_STAGE,L1,Won,,statuscode → Won
ITEM-000159,Update,msdyn_forecastcategory,100000001,100000005,ACTOR-0009,15/08/2025 10:51,2025-08-15T10:51:00Z,ITEM-000159,L1_STAGE,L1,100000005,,msdyn_forecastcategory → 100000005
ITEM-000159,Update,actualclosedate,,8/12/25 0:00,ACTOR-0009,15/08/2025 10:51,2025-08-15T10:51:00Z,ITEM-000159,L1_STAGE,L1,8/12/25 0:00,,actualclosedate → 8/12/25 0:00
ITEM-000159,Update,salesstage,,3,ACTOR-0009,15/08/2025 10:51,2025-08-15T10:51:00Z,ITEM-000159,L1_STAGE,L1,3,,salesstage → 3
ITEM-000159,Update,statecode,0,1,ACTOR-0009,15/08/2025 10:51,2025-08-15T10:51:00Z,ITEM-000159,L1_STAGE,L1,Won,,statecode → Won
ITEM-000160,Update,stepname,,14-Qualify,ACTOR-0008,15/08/2025 14:47,2025-08-15T14:47:00Z,ITEM-000160,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000160,Create,statecode,,0,ACTOR-0009,15/08/2025 14:47,2025-08-15T14:47:00Z,ITEM-000160,L1_STAGE,L1,Open,,Case Created
ITEM-000160,Update,new_contracttermmonths,,12,ACTOR-0009,15/08/2025 14:49,2025-08-15T14:49:00Z,ITEM-000160,L2_MILESTONE,L2,12,,new_contracttermmonths → 12
ITEM-000162,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,7/10/25 10:45,2025-07-10T10:45:00Z,ITEM-000162,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000162,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,7/10/25 10:45,2025-07-10T10:45:00Z,ITEM-000162,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000164,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,8/1/26 9:40,2026-08-01T09:40:00Z,ITEM-000164,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000164,Update,ownerid,"systemuser,f0df2f4c-7b1a-46f2-9e80-2a19c6df8dd8","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,8/1/26 9:40,2026-08-01T09:40:00Z,ITEM-000164,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000166,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,22/08/2025 13:23,2025-08-22T13:23:00Z,ITEM-000166,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000166,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,22/08/2025 13:23,2025-08-22T13:23:00Z,ITEM-000166,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000167,Update,stepname,,14-Qualify,ACTOR-0008,14/10/2025 09:10,2025-10-14T09:10:00Z,ITEM-000167,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000167,Create,statecode,,0,ACTOR-0009,14/10/2025 09:10,2025-10-14T09:10:00Z,ITEM-000167,L1_STAGE,L1,Open,,Case Created
ITEM-000167,Update,statuscode,1,4,ACTOR-0009,18/12/2025 09:21,2025-12-18T09:21:00Z,ITEM-000167,L1_STAGE,L1,Canceled,,statuscode → Canceled
ITEM-000167,Update,msdyn_forecastcategory,100000001,100000006,ACTOR-0009,18/12/2025 09:21,2025-12-18T09:21:00Z,ITEM-000167,L1_STAGE,L1,100000006,,msdyn_forecastcategory → 100000006
ITEM-000167,Update,actualclosedate,,12/18/25 0:00,ACTOR-0009,18/12/2025 09:21,2025-12-18T09:21:00Z,ITEM-000167,L1_STAGE,L1,12/18/25 0:00,,actualclosedate → 12/18/25 0:00
ITEM-000167,Update,salesstage,,3,ACTOR-0009,18/12/2025 09:21,2025-12-18T09:21:00Z,ITEM-000167,L1_STAGE,L1,3,,salesstage → 3
ITEM-000167,Update,statecode,0,2,ACTOR-0009,18/12/2025 09:21,2025-12-18T09:21:00Z,ITEM-000167,L1_STAGE,L1,Lost,,statecode → Lost
ITEM-000169,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,7/10/25 10:46,2025-07-10T10:46:00Z,ITEM-000169,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000169,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,7/10/25 10:46,2025-07-10T10:46:00Z,ITEM-000169,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000170,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,1/9/25 9:15,2025-01-09T09:15:00Z,ITEM-000170,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000170,Update,ownerid,"systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,1/9/25 9:15,2025-01-09T09:15:00Z,ITEM-000170,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000173,Update,stepname,,14-Qualify,ACTOR-0008,13/01/2026 10:38,2026-01-13T10:38:00Z,ITEM-000173,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000173,Create,statecode,,0,ACTOR-0009,13/01/2026 10:38,2026-01-13T10:38:00Z,ITEM-000173,L1_STAGE,L1,Open,,Case Created
ITEM-000174,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0004,26/09/2025 09:21,2025-09-26T09:21:00Z,ITEM-000174,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000174,Update,ownerid,"systemuser,1cba5fd4-6e4e-4e0f-85ff-a6438bc2f2f0","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0004,26/09/2025 09:21,2025-09-26T09:21:00Z,ITEM-000174,L3_ADMIN,L3,"systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",,Owner changed
ITEM-000176,Update,parentaccountid,,"account,64ccf363-d021-ec11-b6e6-6045bd8a151e",ACTOR-0009,8/10/25 9:01,2025-08-10T09:01:00Z,ITEM-000176,L3_ADMIN,L3,"account,64ccf363-d021-ec11-b6e6-6045bd8a151e",,parentaccountid changed
ITEM-000176,Update,customerid,"contact,ad0d3070-d021-ec11-b6e6-6045bd8a15d0","account,64ccf363-d021-ec11-b6e6-6045bd8a151e",ACTOR-0009,8/10/25 9:01,2025-08-10T09:01:00Z,ITEM-000176,L3_ADMIN,L3,"account,64ccf363-d021-ec11-b6e6-6045bd8a151e",,customerid changed
ITEM-000176,Create,statecode,,0,ACTOR-0009,30/09/2025 09:29,2025-09-30T09:29:00Z,ITEM-000176,L1_STAGE,L1,Open,,Case Created
ITEM-000176,Update,stepname,,14-Qualify,ACTOR-0008,30/09/2025 09:30,2025-09-30T09:30:00Z,ITEM-000176,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000176,Update,estimatedclosedate,10/14/25 0:00,6/25/26 0:00,ACTOR-0009,29/10/2025 09:16,2025-10-29T09:16:00Z,ITEM-000176,L1_STAGE,L1,6/25/26 0:00,,estimatedclosedate → 6/25/26 0:00
ITEM-000177,Update,stepname,,14-Qualify,ACTOR-0008,6/10/25 15:25,2025-06-10T15:25:00Z,ITEM-000177,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000177,Create,statecode,,0,ACTOR-0005,6/10/25 15:25,2025-06-10T15:25:00Z,ITEM-000177,L1_STAGE,L1,Open,,Case Created
ITEM-000177,Update,statuscode,1,756150002,ACTOR-0005,22/10/2025 09:55,2025-10-22T09:55:00Z,ITEM-000177,L1_STAGE,L1,756150002,,statuscode → 756150002
ITEM-000177,Update,msdyn_forecastcategory,100000001,100000006,ACTOR-0005,22/10/2025 09:55,2025-10-22T09:55:00Z,ITEM-000177,L1_STAGE,L1,100000006,,msdyn_forecastcategory → 100000006
ITEM-000177,Update,actualclosedate,,10/22/25 0:00,ACTOR-0005,22/10/2025 09:55,2025-10-22T09:55:00Z,ITEM-000177,L1_STAGE,L1,10/22/25 0:00,,actualclosedate → 10/22/25 0:00
ITEM-000177,Update,salesstage,,3,ACTOR-0005,22/10/2025 09:55,2025-10-22T09:55:00Z,ITEM-000177,L1_STAGE,L1,3,,salesstage → 3
ITEM-000177,Update,statecode,0,2,ACTOR-0005,22/10/2025 09:55,2025-10-22T09:55:00Z,ITEM-000177,L1_STAGE,L1,Lost,,statecode → Lost
ITEM-000178,Update,estimatedclosedate,11/28/25 0:00,1/8/26 0:00,ACTOR-0002,1/12/25 16:51,2025-01-12T16:51:00Z,ITEM-000178,L1_STAGE,L1,1/8/26 0:00,,estimatedclosedate → 1/8/26 0:00
ITEM-000178,Create,statecode,,0,ACTOR-0002,23/10/2025 09:47,2025-10-23T09:47:00Z,ITEM-000178,L1_STAGE,L1,Open,,Case Created
ITEM-000178,Update,purchasetimeframe,4,1,ACTOR-0002,23/10/2025 09:49,2025-10-23T09:49:00Z,ITEM-000178,L2_MILESTONE,L2,1,,purchasetimeframe → 1
ITEM-000178,Update,the000g_revenuetype,604720000,604720001,ACTOR-0002,23/10/2025 09:49,2025-10-23T09:49:00Z,ITEM-000178,L2_MILESTONE,L2,604720001,,the000g_revenuetype → 604720001
ITEM-000178,Update,stepname,14-Qualify,15-Develop,ACTOR-0008,23/10/2025 09:50,2025-10-23T09:50:00Z,ITEM-000178,L1_STAGE,L1,15-Develop,15.0,stepname → 15-Develop
ITEM-000178,Update,estimatedclosedate,9/25/26 0:00,11/28/25 0:00,ACTOR-0002,23/10/2025 09:50,2025-10-23T09:50:00Z,ITEM-000178,L1_STAGE,L1,11/28/25 0:00,,estimatedclosedate → 11/28/25 0:00
ITEM-000178,Update,parentaccountid,"account,740d1046-e54c-f011-877a-7c1e5284b4af","account,f62b15a3-dfdf-e611-80f3-5065f38bd451",ACTOR-0003,30/10/2025 15:57,2025-10-30T15:57:00Z,ITEM-000178,L3_ADMIN,L3,"account,f62b15a3-dfdf-e611-80f3-5065f38bd451",,parentaccountid changed
ITEM-000178,Update,customerid,"account,740d1046-e54c-f011-877a-7c1e5284b4af","account,f62b15a3-dfdf-e611-80f3-5065f38bd451",ACTOR-0003,30/10/2025 15:57,2025-10-30T15:57:00Z,ITEM-000178,L3_ADMIN,L3,"account,f62b15a3-dfdf-e611-80f3-5065f38bd451",,customerid changed
ITEM-000178,Update,estimatedclosedate,1/29/26 0:00,2/20/26 0:00,ACTOR-0003,22/01/2026 04:39,2026-01-22T04:39:00Z,ITEM-000178,L1_STAGE,L1,2/20/26 0:00,,estimatedclosedate → 2/20/26 0:00
ITEM-000178,Update,closeprobability,,25,ACTOR-0002,5/1/26 14:24,2026-05-01T14:24:00Z,ITEM-000178,L1_STAGE,L1,25,,closeprobability → 25
ITEM-000178,Update,the000g__revenuetype,,604720002,ACTOR-0002,5/1/26 14:24,2026-05-01T14:24:00Z,ITEM-000178,L2_MILESTONE,L2,604720002,,the000g__revenuetype → 604720002
ITEM-000178,Update,estimatedclosedate,1/8/26 0:00,1/12/26 0:00,ACTOR-0002,5/1/26 14:24,2026-05-01T14:24:00Z,ITEM-000178,L1_STAGE,L1,1/12/26 0:00,,estimatedclosedate → 1/12/26 0:00
ITEM-000178,Update,new_contracttermmonths,36,,ACTOR-0002,5/1/26 14:24,2026-05-01T14:24:00Z,ITEM-000178,L2_MILESTONE,L2,,,new_contracttermmonths → 
ITEM-000178,Update,closeprobability,25,75,ACTOR-0003,5/1/26 16:08,2026-05-01T16:08:00Z,ITEM-000178,L1_STAGE,L1,75,,closeprobability → 75
ITEM-000178,Update,estimatedclosedate,1/12/26 0:00,1/29/26 0:00,ACTOR-0002,12/1/26 9:48,2026-12-01T09:48:00Z,ITEM-000178,L1_STAGE,L1,1/29/26 0:00,,estimatedclosedate → 1/29/26 0:00
ITEM-000180,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0003,26/08/2025 07:42,2025-08-26T07:42:00Z,ITEM-000180,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000180,Update,ownerid,"systemuser,09f34b91-4d86-4fc8-8b41-8af3d91e94bf","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,26/08/2025 07:42,2025-08-26T07:42:00Z,ITEM-000180,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000182,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,22/08/2025 13:23,2025-08-22T13:23:00Z,ITEM-000182,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000182,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,22/08/2025 13:23,2025-08-22T13:23:00Z,ITEM-000182,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000183,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0003,27/08/2025 12:57,2025-08-27T12:57:00Z,ITEM-000183,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000183,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",ACTOR-0003,27/08/2025 12:57,2025-08-27T12:57:00Z,ITEM-000183,L3_ADMIN,L3,"systemuser,b5f00e27-78b3-4a71-90af-5dcef3c25bba",,Owner changed
ITEM-000185,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,7/10/25 10:46,2025-07-10T10:46:00Z,ITEM-000185,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000185,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,7/10/25 10:46,2025-07-10T10:46:00Z,ITEM-000185,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000186,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,8/1/26 9:40,2026-08-01T09:40:00Z,ITEM-000186,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000186,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,8/1/26 9:40,2026-08-01T09:40:00Z,ITEM-000186,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000187,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,7/10/25 10:46,2025-07-10T10:46:00Z,ITEM-000187,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000187,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,7/10/25 10:46,2025-07-10T10:46:00Z,ITEM-000187,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000190,Update,stepname,,14-Qualify,ACTOR-0008,16/09/2025 11:04,2025-09-16T11:04:00Z,ITEM-000190,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000190,Create,purchasetimeframe,,0,ACTOR-0007,16/09/2025 11:04,2025-09-16T11:04:00Z,ITEM-000190,L2_MILESTONE,L2,0,,Case Created
ITEM-000190,Update,statuscode,1,3,ACTOR-0007,26/09/2025 14:20,2025-09-26T14:20:00Z,ITEM-000190,L1_STAGE,L1,Won,,statuscode → Won
ITEM-000190,Update,msdyn_forecastcategory,100000001,100000005,ACTOR-0007,26/09/2025 14:20,2025-09-26T14:20:00Z,ITEM-000190,L1_STAGE,L1,100000005,,msdyn_forecastcategory → 100000005
ITEM-000190,Update,actualclosedate,,9/26/25 0:00,ACTOR-0007,26/09/2025 14:20,2025-09-26T14:20:00Z,ITEM-000190,L1_STAGE,L1,9/26/25 0:00,,actualclosedate → 9/26/25 0:00
ITEM-000190,Update,salesstage,,3,ACTOR-0007,26/09/2025 14:20,2025-09-26T14:20:00Z,ITEM-000190,L1_STAGE,L1,3,,salesstage → 3
ITEM-000190,Update,statecode,0,1,ACTOR-0007,26/09/2025 14:20,2025-09-26T14:20:00Z,ITEM-000190,L1_STAGE,L1,Won,,statecode → Won
ITEM-000190,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0003,27/10/2025 11:18,2025-10-27T11:18:00Z,ITEM-000190,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000190,Update,ownerid,"systemuser,33e3af6d-9b6c-4c1f-9efe-82d0f365ef59","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,27/10/2025 11:18,2025-10-27T11:18:00Z,ITEM-000190,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000191,Update,stepname,,14-Qualify,ACTOR-0008,15/01/2026 13:52,2026-01-15T13:52:00Z,ITEM-000191,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000191,Create,statecode,,0,ACTOR-0009,15/01/2026 13:52,2026-01-15T13:52:00Z,ITEM-000191,L1_STAGE,L1,Open,,Case Created
ITEM-000193,Update,stepname,,14-Qualify,ACTOR-0008,22/10/2025 09:11,2025-10-22T09:11:00Z,ITEM-000193,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000193,Create,purchaseprocess,,0,ACTOR-0002,22/10/2025 09:11,2025-10-22T09:11:00Z,ITEM-000193,L2_MILESTONE,L2,0,,Case Created
ITEM-000194,Update,stepname,,14-Qualify,ACTOR-0008,28/01/2026 10:37,2026-01-28T10:37:00Z,ITEM-000194,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000194,Create,statecode,,0,ACTOR-0006,28/01/2026 10:37,2026-01-28T10:37:00Z,ITEM-000194,L1_STAGE,L1,Open,,Case Created
ITEM-000195,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0003,27/10/2025 11:18,2025-10-27T11:18:00Z,ITEM-000195,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000195,Update,ownerid,"systemuser,2d7fbe83-3f35-4a1d-bc05-1b39dbf446d9","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0003,27/10/2025 11:18,2025-10-27T11:18:00Z,ITEM-000195,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000197,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,7/10/25 10:45,2025-07-10T10:45:00Z,ITEM-000197,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
ITEM-000197,Update,ownerid,"systemuser,7b9d5323-2ef3-4d52-9d6c-dd45deb05e3b","systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",ACTOR-0002,7/10/25 10:45,2025-07-10T10:45:00Z,ITEM-000197,L3_ADMIN,L3,"systemuser,efd3822d-8c8b-4619-8eb9-39ddf9c5c57f",,Owner changed
ITEM-000198,Update,stepname,,14-Qualify,ACTOR-0008,8/12/25 10:28,2025-08-12T10:28:00Z,ITEM-000198,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000198,Create,purchaseprocess,,0,ACTOR-0002,8/12/25 10:28,2025-08-12T10:28:00Z,ITEM-000198,L2_MILESTONE,L2,0,,Case Created
ITEM-000198,Update,stepname,14-Qualify,15-Develop,ACTOR-0008,15/12/2025 14:27,2025-12-15T14:27:00Z,ITEM-000198,L1_STAGE,L1,15-Develop,15.0,stepname → 15-Develop
ITEM-000198,Update,the000g__revenuetype,,604720002,ACTOR-0002,26/01/2026 14:23,2026-01-26T14:23:00Z,ITEM-000198,L2_MILESTONE,L2,604720002,,the000g__revenuetype → 604720002
ITEM-000198,Update,estimatedclosedate,2/18/26 0:00,3/11/26 0:00,ACTOR-0002,26/01/2026 14:23,2026-01-26T14:23:00Z,ITEM-000198,L1_STAGE,L1,3/11/26 0:00,,estimatedclosedate → 3/11/26 0:00
ITEM-000199,Update,stepname,,14-Qualify,ACTOR-0008,12/11/25 15:50,2025-12-11T15:50:00Z,ITEM-000199,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000199,Create,statecode,,0,ACTOR-0009,12/11/25 15:50,2025-12-11T15:50:00Z,ITEM-000199,L1_STAGE,L1,Open,,Case Created
ITEM-000199,Update,statuscode,1,3,ACTOR-0009,17/12/2025 15:49,2025-12-17T15:49:00Z,ITEM-000199,L1_STAGE,L1,Won,,statuscode → Won
ITEM-000199,Update,msdyn_forecastcategory,100000001,100000005,ACTOR-0009,17/12/2025 15:49,2025-12-17T15:49:00Z,ITEM-000199,L1_STAGE,L1,100000005,,msdyn_forecastcategory → 100000005
ITEM-000199,Update,actualclosedate,,12/17/25 0:00,ACTOR-0009,17/12/2025 15:49,2025-12-17T15:49:00Z,ITEM-000199,L1_STAGE,L1,12/17/25 0:00,,actualclosedate → 12/17/25 0:00
ITEM-000199,Update,salesstage,,3,ACTOR-0009,17/12/2025 15:49,2025-12-17T15:49:00Z,ITEM-000199,L1_STAGE,L1,3,,salesstage → 3
ITEM-000199,Update,statecode,0,1,ACTOR-0009,17/12/2025 15:49,2025-12-17T15:49:00Z,ITEM-000199,L1_STAGE,L1,Won,,statecode → Won
ITEM-000199,Update,the000g__revenuetype,,604720002,ACTOR-0009,17/12/2025 15:49,2025-12-17T15:49:00Z,ITEM-000199,L2_MILESTONE,L2,604720002,,the000g__revenuetype → 604720002
ITEM-000200,Update,stepname,,14-Qualify,ACTOR-0008,29/09/2025 11:24,2025-09-29T11:24:00Z,ITEM-000200,L1_STAGE,L1,14-Qualify,14.0,stepname → 14-Qualify
ITEM-000200,Create,statecode,,0,ACTOR-0009,29/09/2025 11:24,2025-09-29T11:24:00Z,ITEM-000200,L1_STAGE,L1,Open,,Case Created
ITEM-000200,Update,estimatedclosedate,10/15/25 0:00,11/19/25 0:00,ACTOR-0009,29/10/2025 09:17,2025-10-29T09:17:00Z,ITEM-000200,L1_STAGE,L1,11/19/25 0:00,,estimatedclosedate → 11/19/25 0:00
ITEM-000200,Update,the000g__revenuetype,,604720002,ACTOR-0009,18/12/2025 09:19,2025-12-18T09:19:00Z,ITEM-000200,L2_MILESTONE,L2,604720002,,the000g__revenuetype → 604720002
ITEM-000200,Update,estimatedclosedate,11/19/25 0:00,1/31/26 0:00,ACTOR-0009,18/12/2025 09:19,2025-12-18T09:19:00Z,ITEM-000200,L1_STAGE,L1,1/31/26 0:00,,estimatedclosedate → 1/31/26 0:00
ITEM-000200,Update,estimatedclosedate,1/31/26 0:00,2/20/26 0:00,ACTOR-0003,22/01/2026 04:41,2026-01-22T04:41:00Z,ITEM-000200,L1_STAGE,L1,2/20/26 0:00,,estimatedclosedate → 2/20/26 0:00
ITEM-000200,Update,closeprobability,,25,ACTOR-0003,5/1/26 15:35,2026-05-01T15:35:00Z,ITEM-000200,L1_STAGE,L1,25,,closeprobability → 25
ITEM-000201,Update,owningbusinessunit,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91","businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",ACTOR-0002,7/10/25 10:45,2025-07-10T10:45:00Z,ITEM-000201,L3_ADMIN,L3,"businessunit,0a4ccfd6-e6d9-e611-80f2-5065f38aba91",,owningbusinessunit changed
