Anon Item ID,Operation,Field,Previous value,New value,Anon Actor,Date logged,timestamp_utc,case_id
ITEM-000559,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000559
ITEM-000625,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000625
ITEM-000277,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000277
ITEM-000635,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000635
ITEM-000032,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000032
ITEM-000407,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000407
ITEM-000060,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000060
ITEM-000266,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000266
ITEM-000569,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000569
ITEM-000022,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000022
ITEM-000165,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000165
ITEM-000047,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000047
ITEM-000616,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000616
ITEM-000036,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000036
ITEM-000489,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000489
ITEM-000461,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000461
ITEM-000503,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000503
ITEM-000573,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000573
ITEM-000189,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000189
ITEM-000592,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000592
ITEM-000103,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000103
ITEM-000147,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000147
ITEM-000455,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000455
ITEM-000579,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000579
ITEM-000179,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000179
ITEM-000651,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000651
ITEM-000378,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000378
ITEM-000458,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000458
ITEM-000379,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000379
ITEM-000466,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000466
ITEM-000410,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000410
ITEM-000448,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000448
ITEM-000481,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000481
ITEM-000528,Update,the000g_revenuetype,,604720002,ACTOR-0003,17/08/2025 12:56,2025-08-17T12:56:00Z,ITEM-000528
ITEM-000142,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000142
ITEM-000558,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000558
ITEM-000059,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000059
ITEM-000118,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000118
ITEM-000237,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000237
ITEM-000577,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000577
ITEM-000441,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000441
ITEM-000429,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000429
ITEM-000188,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000188
ITEM-000257,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000257
ITEM-000328,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000328
ITEM-000192,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000192
ITEM-000556,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000556
ITEM-000329,Update,the000g_revenuetype,,604720001,ACTOR-0003,17/08/2025 12:54,2025-08-17T12:54:00Z,ITEM-000329
ITEM-000653,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000653
ITEM-000555,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000555
ITEM-000324,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000324
ITEM-000045,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000045
ITEM-000080,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000080
ITEM-000207,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000207
ITEM-000484,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000484
ITEM-000148,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000148
ITEM-000152,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000152
ITEM-000665,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000665
ITEM-000051,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000051
ITEM-000065,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000065
ITEM-000351,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000351
ITEM-000514,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000514
ITEM-000434,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000434
ITEM-000342,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000342
ITEM-000576,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000576
ITEM-000656,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:53,2025-08-17T12:53:00Z,ITEM-000656
ITEM-000339,Update,the000g_revenuetype,,604720000,ACTOR-0003,17/08/2025 12:45,2025-08-17T12:45:00Z,ITEM-000339
